k,1
1,16
2,21
3,25
4,28
5,31
6,34
7,37
8,40
9,43
10,46
11,49
12,52
13,55
14,58
15,61
16,65
17,69
18,72
19,75
20,78
21,81
22,84
23,87
24,90
25,92
26,94
27,96
28,98
29,100
30,102
31,104
32,106
33,108
34,110
35,112
36,114
37,116
38,118
39,120
40,122
41,124
42,126
43,128
44,130
45,132
46,134
47,136
48,138
49,140
50,142
51,144
52,146
53,148
54,150
55,152
